,total_rev,total_profit,count,title_names,total_budget,name,return
Mike McCoy,81272766.0,28636383.0,1,Act of Valor**,12000000.0,Mike McCoy,2.38636525
David E Talbert,22456509.0,2728254.5,1,Baggage Claim**,8500000.0,David E Talbert,0.320971117647
Marc F Adler,915840.0,-39542080.0,1,Delgo**,40000000.0,Marc F Adler,-0.988552
J J Abrams,1511100000.0,220550000.0,4,Mission: Impossible III**Star Trek**Super 8**Star Trek Into Darkness**,535000000.0,J J Abrams,0.412242990654
JeanMarie Gaubert,16200000.0,-26900000.0,1,Just Visiting**,35000000.0,JeanMarie Gaubert,-0.768571428571
Tom Putnam,27696.0,-8986152.0,1,The Hottie and the Nottie**,9000000.0,Tom Putnam,-0.998461333333
Joel Zwick,417300000.0,158650000.0,2,My Big Fat Greek Wedding**Fat Albert**,50000000.0,Joel Zwick,3.173
Lee Daniels,242624372.0,68812186.0,3,Precious**The Paperboy**The Butler**,52500000.0,Lee Daniels,1.31070830476
Jake Kasdan,406225009.0,90112504.5,4,Orange County**Walk Hard: The Dewey Cox Story**Bad Teacher**Sex Tape**,113000000.0,Jake Kasdan,0.797455792035
Ed GassDonnelly,15100000.0,2550000.0,1,The Last Exorcism Part II**,5000000.0,Ed GassDonnelly,0.51
Sanaa Hamri,65922680.0,-6038660.0,2,The Sisterhood of the Traveling Pants 2**Just Wright**,39000000.0,Sanaa Hamri,-0.154837435897
Terry Gilliam,169716267.0,-33141866.5,2,The Brothers Grimm**The Imaginarium of Doctor Parnassus**,118000000.0,Terry Gilliam,-0.280863275424
Clark Johnson,285200000.0,12600000.0,2,S.W.A.T.**The Sentinel**,130000000.0,Clark Johnson,0.0969230769231
Peter Billingsley,171800000.0,25900000.0,1,Couples Retreat**,60000000.0,Peter Billingsley,0.431666666667
Brad J Silverman,2507106.0,-446447.0,1,Grace Unplugged**,1700000.0,Brad J Silverman,-0.262615882353
Steve Taylor,463542.0,-968229.0,1,The Second Chance**,1200000.0,Steve Taylor,-0.8068575
Park Chanwook,12100000.0,-5950000.0,1,Stoker**,12000000.0,Park Chanwook,-0.495833333333
George Clooney,361899492.0,3449746.0,5,"Confessions of a Dangerous Mind**Good Night, and Good Luck.**Leatherheads**The Ides of March**The Monuments Men**",177500000.0,George Clooney,0.0194351887324
Charlie Adler voice,60700000.0,5350000.0,1,The Wild Thornberrys Movie**,25000000.0,Charlie Adler voice,0.214
Gavin Hood,525600000.0,-24700000.0,3,Rendition**X-Men Origins: Wolverine**Ender's Game**,287500000.0,Gavin Hood,-0.0859130434783
Craig Gillespie,177200000.0,-80400000.0,5,Lars and the Real Girl**Mr. Woodcock**Fright Night**Million Dollar Arm**The Finest Hours**,169000000.0,Craig Gillespie,-0.47573964497
David Robert Mitchell,20600000.0,8300000.0,1,It Follows**,2000000.0,David Robert Mitchell,4.15
John Stevenson,631700000.0,185850000.0,1,Kung Fu Panda**,130000000.0,John Stevenson,1.42961538462
George Miller,913600000.0,71800000.0,3,Happy Feet**Happy Feet Two**Mad Max: Fury Road**,385000000.0,George Miller,0.186493506494
Steve Boyum,3344431.0,-28327784.5,1,Supercross**,30000000.0,Steve Boyum,-0.944259483333
Alexander Payne,420400000.0,132200000.0,4,About Schmidt**Sideways**The Descendants**Nebraska**,78000000.0,Alexander Payne,1.69487179487
Richard Shepard,18269869.0,-43365065.5,2,The Matador**The Hunting Party**,52500000.0,Richard Shepard,-0.826001247619
Seth MacFarlane,853300000.0,267650000.0,3,Ted**A Million Ways to Die in the West**Ted 2**,159000000.0,Seth MacFarlane,1.68333333333
John Hamburg,264600000.0,50300000.0,2,"Along Came Polly**I Love You, Man**",82000000.0,John Hamburg,0.613414634146
Gary Trousdale,611100000.0,190550000.0,2,Atlantis: The Lost Empire**Beauty and the Beast**,115000000.0,Gary Trousdale,1.65695652174
Jeffrey Blitz,755774.0,-4122113.0,1,Rocket Science**,4500000.0,Jeffrey Blitz,-0.916025111111
Simon Curtis,61600000.0,19800000.0,1,Woman in Gold**,11000000.0,Simon Curtis,1.8
Cody Cameron,274300000.0,59150000.0,1,Cloudy with a Chance of Meatballs 2**,78000000.0,Cody Cameron,0.758333333333
Richard Donner,170500000.0,-52550000.0,3,Timeline**16 Blocks**The Omen**,137800000.0,Richard Donner,-0.381349782293
Michael Polish,11130889.0,-7434555.5,1,The Astronaut Farmer**,13000000.0,Michael Polish,-0.571888884615
Erik Van Looy,10100000.0,-8950000.0,1,The Loft**,14000000.0,Erik Van Looy,-0.639285714286
Robert Redford,137778800.0,-73110600.0,4,The Legend of Bagger Vance**Lions for Lambs**The Conspirator**The Company You Keep**,142000000.0,Robert Redford,-0.514863380282
Bob Odenkirk,5665056.0,-11167472.0,2,Let's Go to Prison**The Brothers Solomon**,14000000.0,Bob Odenkirk,-0.797676571429
John Moore,482500000.0,74250000.0,3,Behind Enemy Lines**Max Payne**A Good Day to Die Hard**,167000000.0,John Moore,0.444610778443
Will Speck,195600000.0,17800000.0,2,Blades of Glory**The Switch**,80000000.0,Will Speck,0.2225
Jonathan Jakubowicz,5000000.0,-17500000.0,1,Hands of Stone**,20000000.0,Jonathan Jakubowicz,-0.875
John G Avildsen,119900000.0,17950000.0,1,Rocky V**,42000000.0,John G Avildsen,0.427380952381
Christopher Nolan,4227800000.0,1108900000.0,8,Memento**Insomnia**Batman Begins**The Prestige**The Dark Knight**Inception**The Dark Knight Rises**Interstellar**,1005000000.0,Christopher Nolan,1.10338308458
Phil Alden Robinson,193900000.0,28950000.0,1,The Sum of All Fears**,68000000.0,Phil Alden Robinson,0.425735294118
Susanne Bier,12447733.0,-34776133.5,2,Things We Lost in the Fire**Serena**,41000000.0,Susanne Bier,-0.848198378049
Carl Franklin,119300000.0,-32350000.0,2,High Crimes**Out of Time**,92000000.0,Carl Franklin,-0.351630434783
Neema Barnette,254293.0,-372853.5,1,Civil Brand**,500000.0,Neema Barnette,-0.745707
John Eng,55400000.0,2700000.0,1,Rugrats Go Wild**,25000000.0,John Eng,0.108
Andrew Mogel,771317.0,-2614341.5,1,The D Train**,3000000.0,Andrew Mogel,-0.871447166667
Ash Brannon,149000000.0,-25500000.0,1,Surf's Up**,100000000.0,Ash Brannon,-0.255
Kenneth Lonergan,11623292.0,-9388354.0,2,You Can Count On Me**Margaret**,15200000.0,Kenneth Lonergan,-0.617654868421
Scott Stewart,172609131.0,-3195434.5,3,Legion**Priest**Dark Skies**,89500000.0,Scott Stewart,-0.0357031787709
Roger Michell,154935764.0,-7532118.0,2,Changing Lanes**Morning Glory**,85000000.0,Roger Michell,-0.0886131529412
Adrienne Shelly,22000000.0,9500000.0,1,Waitress**,1500000.0,Adrienne Shelly,6.33333333333
Joe Roth,249500000.0,-29650000.0,3,America's Sweethearts**Christmas with the Kranks**Freedomland**,154400000.0,Joe Roth,-0.192033678756
Alex Gibney,5003735.0,-1098132.5,2,Enron: The Smartest Guys in the Room**Freakonomics**,3600000.0,Alex Gibney,-0.305036805556
Jamal Hill,478595.0,-1660702.5,1,Brotherly Love**,1900000.0,Jamal Hill,-0.874053947368
Mimi Leder,55700000.0,-12150000.0,1,Pay It Forward**,40000000.0,Mimi Leder,-0.30375
William Eubank,2420000.0,-2790000.0,1,The Signal**,4000000.0,William Eubank,-0.6975
Kim Henkel,185898.0,-507051.0,1,Texas Chainsaw Massacre: The Next Generation**,600000.0,Kim Henkel,-0.845085
Mark Linfield,34800000.0,12400000.0,1,Chimpanzee**,5000000.0,Mark Linfield,2.48
JeanMarc Valle,139209889.0,4604944.5,4,The Young Victoria**Dallas Buyers Club**Wild**Demolition**,65000000.0,JeanMarc Valle,0.0708453
Steve Spaz Williams,102300000.0,-28850000.0,1,The Wild**,80000000.0,Steve Spaz Williams,-0.360625
Sequence directors,267400000.0,132842000.0,1,Bambi**,858000.0,Sequence directors,154.827505828
Christian Duguay,40400000.0,-39800000.0,1,The Art of War**,60000000.0,Christian Duguay,-0.663333333333
Zach Braff,41325316.0,12162658.0,2,Garden State**Wish I Was Here**,8500000.0,Zach Braff,1.43090094118
Jon Erwin,10500000.0,250000.0,1,Moms' Night Out**,5000000.0,Jon Erwin,0.05
Daniel Myrick,248600000.0,124240000.0,1,The Blair Witch Project**,60000.0,Daniel Myrick,2070.66666667
Jaylen,705854.0,-2147073.0,1,The Lost Medallion: The Adventures of Billy Stone**,2500000.0,Jaylen,-0.8588292
John Stalberg Jr,139034.0,-9930483.0,1,High School**,10000000.0,John Stalberg Jr,-0.9930483
Bob Clark,69200000.0,-1220000.0,4,Superbabies: Baby Geniuses 2**Baby Geniuses**Black Christmas**A Christmas Story**,35820000.0,Bob Clark,-0.034059184813
Peter Kosminsky,21672284.0,-5163858.0,1,White Oleander**,16000000.0,Peter Kosminsky,-0.322741125
Genndy Tartakovsky,358400000.0,94200000.0,1,Hotel Transylvania**,85000000.0,Genndy Tartakovsky,1.10823529412
Jane Campion,23700000.0,-150000.0,1,In the Cut**,12000000.0,Jane Campion,-0.0125
Bryan Bertino,82400000.0,32200000.0,1,The Strangers**,9000000.0,Bryan Bertino,3.57777777778
Robert Adetuyi,1247949.0,-12376025.5,1,Turn It Up**,13000000.0,Robert Adetuyi,-0.952001961538
Josh Stolberg,537667.0,-481166.5,1,Kids in America**,750000.0,Josh Stolberg,-0.641555333333
Stephen Hillenburg,140200000.0,40100000.0,1,The SpongeBob SquarePants Movie**,30000000.0,Stephen Hillenburg,1.33666666667
Andre DeToth,23750000.0,10875000.0,1,House of Wax**,1000000.0,Andre DeToth,10.875
Jessy Terrero,14800000.0,-8600000.0,1,Soul Plane**,16000000.0,Jessy Terrero,-0.5375
Christopher Guest,45400000.0,-5300000.0,3,Best in Show**A Mighty Wind**For Your Consideration**,28000000.0,Christopher Guest,-0.189285714286
David Frankel,696000000.0,176000000.0,4,The Devil Wears Prada**Marley & Me**The Big Year**Hope Springs**,172000000.0,David Frankel,1.02325581395
Nathan Frankowski,7700000.0,350000.0,1,Expelled: No Intelligence Allowed**,3500000.0,Nathan Frankowski,0.1
Harvey Glazer,4700000.0,-23350000.0,1,Kickin' It Old Skool**,25700000.0,Harvey Glazer,-0.908560311284
Frederik Du Chau,156100000.0,23050000.0,2,Racing Stripes**Underdog**,55000000.0,Frederik Du Chau,0.419090909091
Jane Anderson,689028.0,-11655486.0,1,"The Prize Winner of Defiance, Ohio**",12000000.0,Jane Anderson,-0.9712905
Pixote Hunt,90900000.0,-34550000.0,1,Fantasia 2000**,80000000.0,Pixote Hunt,-0.431875
David McNally,202800000.0,-3600000.0,2,Coyote Ugly**Kangaroo Jack**,105000000.0,David McNally,-0.0342857142857
M Night Shyamalan,1712700000.0,251350000.0,7,Unbreakable**Signs**The Village**Lady in the Water**The Happening**The Last Airbender**After Earth**,605000000.0,M Night Shyamalan,0.415454545455
Matt Orlando,10730.0,-4994635.0,1,A Resurrection**,5000000.0,Matt Orlando,-0.998927
Jay Chandrasekhar,162187597.0,3793798.5,4,Super Troopers**Club Dread**The Dukes of Hazzard**Beerfest**,77300000.0,Jay Chandrasekhar,0.0490788939198
Bjrn Stein,160100000.0,10050000.0,1,Underworld: Awakening**,70000000.0,Bjrn Stein,0.143571428571
Nick Hamm,30114487.0,-9942756.5,1,Godsend**,25000000.0,Nick Hamm,-0.39771026
Gregor Jordan,2682858.0,-31658571.0,2,Buffalo Soldiers**The Informers**,33000000.0,Gregor Jordan,-0.959350636364
Donovan Cook Codirector,109900000.0,34950000.0,1,Return to Never Land**,20000000.0,Donovan Cook Codirector,1.7475
Floria Sigismondi,4681651.0,-7659174.5,1,The Runaways**,10000000.0,Floria Sigismondi,-0.76591745
Rob Schmidt,28700000.0,1750000.0,1,Wrong Turn**,12600000.0,Rob Schmidt,0.138888888889
Gavin OConnor,276348328.0,-13825836.0,5,Miracle**Pride and Glory**Warrior**Jane Got a Gun**The Accountant**,152000000.0,Gavin OConnor,-0.0909594473684
Peter Ramsey,306900000.0,8450000.0,1,Rise of the Guardians**,145000000.0,Peter Ramsey,0.058275862069
John Frankenheimer,32168970.0,-25915515.0,1,Reindeer Games**,42000000.0,John Frankenheimer,-0.617036071429
Sylvester Stallone,543421132.0,115710566.0,3,Rocky Balboa**Rambo**The Expendables**,156000000.0,Sylvester Stallone,0.741734397436
Peter Hedges,127672028.0,13536014.0,3,Pieces of April**Dan in Real Life**The Odd Life of Timothy Green**,50300000.0,Peter Hedges,0.269105646123
Don Mancini,24800000.0,400000.0,1,Seed of Chucky**,12000000.0,Don Mancini,0.0333333333333
Kevin Bray,83530423.0,-19234788.5,2,All About the Benjamins**Walking Tall**,61000000.0,Kevin Bray,-0.315324401639
Jack Sholder,14828081.0,-52585959.5,1,Supernova**,60000000.0,Jack Sholder,-0.876432658333
Klay Hall,239300000.0,69650000.0,1,Planes**,50000000.0,Klay Hall,1.393
Phil Nibbelink,463002.0,-1768499.0,1,Romeo & Juliet: Sealed with a Kiss**,2000000.0,Phil Nibbelink,-0.8842495
Joseph Kahn,46546197.0,-16726901.5,1,Torque**,40000000.0,Joseph Kahn,-0.4181725375
John Hoffman,45300000.0,4650000.0,1,Good Boy!**,18000000.0,John Hoffman,0.258333333333
Richard Glatzer,2500000.0,850000.0,1,Quincea̱era**,400000.0,Richard Glatzer,2.125
Michael Tully,52909.0,-973545.5,1,Ping Pong Summer**,1000000.0,Michael Tully,-0.9735455
Darnell Martin,8880045.0,-7559977.5,1,Cadillac Records**,12000000.0,Darnell Martin,-0.629998125
Ron Underwood,7100000.0,-96450000.0,1,The Adventures of Pluto Nash**,100000000.0,Ron Underwood,-0.9645
Kate BarkerFroyland,32251.0,-5983874.5,1,Song One**,6000000.0,Kate BarkerFroyland,-0.997312416667
Carlos vila,3548556.0,-16225722.0,1,Price of Glory**,18000000.0,Carlos vila,-0.901429
Stewart Hendler,38785197.0,-15107401.5,3,Whisper**Sorority Row**Max Steel**,34500000.0,Stewart Hendler,-0.437895695652
Greg McLean,10900000.0,1450000.0,1,The Darkness**,4000000.0,Greg McLean,0.3625
Rick de Oliveira,5300000.0,-4850000.0,1,The Real Cancun**,7500000.0,Rick de Oliveira,-0.646666666667
Robert Schwentke,1078500000.0,68850000.0,6,Flightplan**The Time Traveler's Wife**Red**R.I.P.D.**The Divergent Series: Insurgent**The Divergent Series: Allegiant**,470400000.0,Robert Schwentke,0.146364795918
Rob Pritts,23900000.0,950000.0,1,Corky Romano**,11000000.0,Rob Pritts,0.0863636363636
John Schlesinger,24362772.0,-12818614.0,1,The Next Best Thing**,25000000.0,John Schlesinger,-0.51274456
Cal Brunker,74600000.0,-2700000.0,1,Escape from Planet Earth**,40000000.0,Cal Brunker,-0.0675
Patrick Hughes,214600000.0,17300000.0,1,The Expendables 3**,90000000.0,Patrick Hughes,0.192222222222
Lilly Wachowski,130500000.0,-63250000.0,1,Cloud Atlas**,128500000.0,Lilly Wachowski,-0.492217898833
John Pasquin,125910341.0,-35044829.5,2,Joe Somebody**Miss Congeniality 2: Armed and Fabulous**,98000000.0,John Pasquin,-0.35760030102
Roman Polanski,27600000.0,-11200000.0,1,Carnage**,25000000.0,Roman Polanski,-0.448
David Brooks,1000000.0,-2500000.0,1,ATM**,3000000.0,David Brooks,-0.833333333333
Mark Pellington,55100000.0,-4450000.0,1,The Mothman Prophecies**,32000000.0,Mark Pellington,-0.1390625
Ken Kwapis,317121102.0,18560551.0,4,The Sisterhood of the Traveling Pants**License to Wed**He's Just Not That Into You**Big Miracle**,140000000.0,Ken Kwapis,0.132575364286
Sam Peckinpah,8000000.0,1800000.0,1,Straw Dogs**,2200000.0,Sam Peckinpah,0.818181818182
Don Roos,53425292.0,-8287354.0,1,Bounce**,35000000.0,Don Roos,-0.236781542857
Michael Lehmann,164585490.0,26292745.0,2,40 Days and 40 Nights**Because I Said So**,56000000.0,Michael Lehmann,0.469513303571
Tyler Perry,646774784.0,107887392.0,12,Madea's Family Reunion**Tyler Perry's Meet the Browns**I Can Do Bad All By Myself**Madea Goes to Jail**For Colored Girls**Why Did I Get Married Too?**Madea's Big Happy Family**Good Deeds**Madea's Witness Protection**A Madea Christmas**The Single Moms Club**Boo! A Madea Halloween**,215500000.0,Tyler Perry,0.500637549884
Martin McDonagh,34500000.0,2250000.0,1,In Bruges**,15000000.0,Martin McDonagh,0.15
Stig Bergqvist,103300000.0,21650000.0,1,Rugrats in Paris: The Movie**,30000000.0,Stig Bergqvist,0.721666666667
Robert Benton,24863804.0,-17568098.0,1,The Human Stain**,30000000.0,Robert Benton,-0.585603266667
John R Leonetti,256900000.0,121950000.0,1,Annabelle**,6500000.0,John R Leonetti,18.7615384615
Kyle Balda,1159000000.0,505500000.0,1,Minions**,74000000.0,Kyle Balda,6.83108108108
Grant Heslov,68968688.0,10484344.0,1,The Men Who Stare at Goats**,24000000.0,Grant Heslov,0.436847666667
John Cornell,239600000.0,105800000.0,1,Crocodile Dundee II**,14000000.0,John Cornell,7.55714285714
Nick Gomez,15900000.0,-29050000.0,1,Drowning Mona**,37000000.0,Nick Gomez,-0.785135135135
David Mackenzie,12032983.0,1226791.5,1,Spread**,4789700.0,David Mackenzie,0.256131177318
George Armitage,6800000.0,-46600000.0,1,The Big Bounce**,50000000.0,George Armitage,-0.932
David Zucker,424204196.0,90102098.0,4,My Boss' Daughter**Scary Movie 3**Scary Movie 4**An American Carol**,122000000.0,David Zucker,0.738541786885
Adam Sherman,6106.0,-9996947.0,1,Crazy Eyes**,10000000.0,Adam Sherman,-0.9996947
Franck Khalfoun,7700000.0,350000.0,1,P2**,3500000.0,Franck Khalfoun,0.1
Jake Scott,317382.0,-9841309.0,1,Welcome to the Rileys**,10000000.0,Jake Scott,-0.9841309
Mike Bigelow,45100000.0,550000.0,1,Deuce Bigalow 2: European Gigolo**,22000000.0,Mike Bigelow,0.025
Dito Montiel,37274120.0,-32362940.0,3,Fighting**The Son of No One**Empire State**,51000000.0,Dito Montiel,-0.63456745098
Brandon Camp,36100000.0,50000.0,1,Love Happens**,18000000.0,Brandon Camp,0.00277777777778
Jonathan Frakes,38793283.0,-6603358.5,1,Clockstoppers**,26000000.0,Jonathan Frakes,-0.253975326923
Rob Thomas,3500000.0,-4250000.0,1,Veronica Mars**,6000000.0,Rob Thomas,-0.708333333333
George Tillman Jr,227782918.0,891459.0,5,Men of Honor**Notorious**Faster**The Inevitable Defeat of Mister and Pete**The Longest Ride**,113000000.0,George Tillman Jr,0.00788901769912
Austin Chick,12636.0,-3393682.0,1,August**,3400000.0,Austin Chick,-0.998141764706
Mary Lambert,5280035.0,-21359982.5,1,The In Crowd**,24000000.0,Mary Lambert,-0.889999270833
Tim Hill,727900000.0,131950000.0,5,Max Keeble's Big Move**Garfield: A Tail of Two Kitties**Alvin and the Chipmunks**Hop**Muppets from Space**,232000000.0,Tim Hill,0.56875
Wes Craven,626321722.0,110273861.0,9,Scream 3**Scream 2**Wes Craven's New Nightmare**Cursed**Red Eye**The Last House on the Left**My Soul to Take**A Nightmare on Elm Street**Scream 4**,202887000.0,Wes Craven,0.543523542662
David O Russell,717904500.0,186952250.0,5,The Fighter**Silver Linings Playbook**American Hustle**Accidental Love**Joy**,172000000.0,David O Russell,1.08693168605
Michael Sucsy,196100000.0,68050000.0,1,The Vow**,30000000.0,Michael Sucsy,2.26833333333
Colin Trevorrow,1674400000.0,686450000.0,2,Safety Not Guaranteed**Jurassic World**,150750000.0,Colin Trevorrow,4.5535655058
Patrick Stettner,10639686.0,2319843.0,1,The Night Listener**,3000000.0,Patrick Stettner,0.773281
Jaume Balaguer,66909206.0,20854603.0,2,Darkness**REC**,12600000.0,Jaume Balaguer,1.65512722222
Peter Hastings,18012097.0,-25993951.5,1,The Country Bears**,35000000.0,Peter Hastings,-0.742684328571
Dave Green,290900000.0,-2550000.0,2,Earth to Echo**Teenage Mutant Ninja Turtles: Out of the Shadows**,148000000.0,Dave Green,-0.0172297297297
John Stainton,33400000.0,4700000.0,1,The Crocodile Hunter: Collision Course**,12000000.0,John Stainton,0.391666666667
Joseph Ruben,117600000.0,16800000.0,1,The Forgotten**,42000000.0,Joseph Ruben,0.4
John Singleton,547476030.0,55738015.0,5,Shaft**Baby Boy**2 Fast 2 Furious**Four Brothers**Abduction**,218000000.0,John Singleton,0.25567896789
Morgan J Freeman,8500000.0,2750000.0,1,Homecoming**,1500000.0,Morgan J Freeman,1.83333333333
Sara Sugarman,33000000.0,1500000.0,1,Confessions of a Teenage Drama Queen**,15000000.0,Sara Sugarman,0.1
Noam Murro,337600000.0,58800000.0,1,300: Rise of an Empire**,110000000.0,Noam Murro,0.534545454545
Gareth Edwards,1584100000.0,432050000.0,2,Godzilla**Rogue One: A Star Wars Story**,360000000.0,Gareth Edwards,1.20013888889
Nelson McCormick,88300000.0,4150000.0,2,Prom Night**The Stepfather**,40000000.0,Nelson McCormick,0.10375
Stanley Kramer,116700000.0,44950000.0,2,"It's a Mad, Mad, Mad, Mad World**Guess Who's Coming to Dinner**",13400000.0,Stanley Kramer,3.35447761194
Dwight Little,71000000.0,15500000.0,1,Anacondas: The Hunt for the Blood Orchid**,20000000.0,Dwight Little,0.775
Dan Cutforth,32726956.0,3363478.0,1,Katy Perry: Part of Me**,13000000.0,Dan Cutforth,0.258729076923
Matthew Robinson,32700000.0,-2150000.0,1,The Invention of Lying**,18500000.0,Matthew Robinson,-0.116216216216
Barry Levinson,62567881.0,-67716059.5,4,An Everlasting Piece**Envy**Man of the Year**What Just Happened**,99000000.0,Barry Levinson,-0.68400060101
Phil Joanou,41480851.0,-9259574.5,1,Gridiron Gang**,30000000.0,Phil Joanou,-0.308652483333
Greg Coolidge,38400000.0,7200000.0,1,Employee of the Month**,12000000.0,Greg Coolidge,0.6
Scott Speer,140500000.0,37250000.0,1,Step Up Revolution**,33000000.0,Scott Speer,1.12878787879
Keith Gordon,664592.0,-16167704.0,2,Waking the Dead**The Singing Detective**,16500000.0,Keith Gordon,-0.979860848485
Kathryn Bigelow,247700000.0,-31150000.0,3,K-19: The Widowmaker**The Hurt Locker**Zero Dark Thirty**,155000000.0,Kathryn Bigelow,-0.200967741935
Matt Williams,40863718.0,5431859.0,1,Where The Heart Is**,15000000.0,Matt Williams,0.362123933333
James DeMonaco,319800000.0,137900000.0,3,The Purge**The Purge: Anarchy**The Purge: Election Year**,22000000.0,James DeMonaco,6.26818181818
Dan Fogelman,8200000.0,-5900000.0,1,Danny Collins**,10000000.0,Dan Fogelman,-0.59
Stephen Deutsch as Stephen Simon,1200000.0,100000.0,1,Indigo**,500000.0,Stephen Deutsch as Stephen Simon,0.2
Irwin Winkler,42799793.0,-32600103.5,3,Life as a House**De-Lovely**Home of the Brave**,54000000.0,Irwin Winkler,-0.60370562037
Jaume ColletSerra,628500000.0,135650000.0,5,Orphan**Unknown**Non-Stop**Run All Night**The Shallows**,178600000.0,Jaume ColletSerra,0.759518477044
Tuck Tucker,15200000.0,4600000.0,1,Hey Arnold!: The Movie**,3000000.0,Tuck Tucker,1.53333333333
F Javier Gutirrez,81700000.0,15850000.0,1,Rings**,25000000.0,F Javier Gutirrez,0.634
Renny Harlin,282372000.0,-141814000.0,6,Driven**Exorcist: The Beginning**Mind Hunters**The Covenant**12 Rounds**The Legend of Hercules**,283000000.0,Renny Harlin,-0.501109540636
Pang Brothers,97510659.0,-12244670.5,2,The Messengers**Bangkok Dangerous**,61000000.0,Pang Brothers,-0.200732303279
Bob Gosse,1430000.0,-6285000.0,1,I Hope They Serve Beer In Hell**,7000000.0,Bob Gosse,-0.897857142857
Emile Ardolino,214000000.0,101000000.0,1,Dirty Dancing**,6000000.0,Emile Ardolino,16.8333333333
John McTiernan,434800000.0,7400000.0,3,Rollerball**Basic**Die Hard with a Vengeance**,210000000.0,John McTiernan,0.0352380952381
Betty Thomas,919264531.0,188132265.5,5,28 Days**Dr. Dolittle**I Spy**John Tucker Must Die**Alvin and the Chipmunks: The Squeakquel**,271500000.0,Betty Thomas,0.692936521179
Will Finn,103900000.0,-58050000.0,1,Home on the Range**,110000000.0,Will Finn,-0.527727272727
Michael Winterbottom,22912849.0,-17543575.5,2,A Mighty Heart**The Killer Inside Me**,29000000.0,Michael Winterbottom,-0.60495087931
Mark Herman,44000000.0,9500000.0,1,The Boy in the Striped Pyjamas**,12500000.0,Mark Herman,0.76
Kasi Lemmons,8141379.0,-26929310.5,2,The Caveman's Valentine**Black Nativity**,31000000.0,Kasi Lemmons,-0.868687435484
Joe Dante,94862785.0,-45338607.5,3,Looney Tunes: Back in Action**The Hole**Piranha**,92770000.0,Joe Dante,-0.488720572383
Pierre Coffin,1513900000.0,611950000.0,2,Despicable Me**Despicable Me 2**,145000000.0,Pierre Coffin,4.22034482759
Pat Holden,3467374.0,-2266313.0,1,The Long Weekend**,4000000.0,Pat Holden,-0.56657825
Reed Cowan,100280.0,-2449860.0,1,8: The Mormon Proposition**,2500000.0,Reed Cowan,-0.979944
Gil Junger,40000000.0,-30000000.0,1,Black Knight**,50000000.0,Gil Junger,-0.6
Alex Proyas,685800000.0,32900000.0,3,"I, Robot**Knowing**Gods of Egypt**",310000000.0,Alex Proyas,0.106129032258
T Sean Shannon,13229.0,-3493385.5,1,Harold**,3500000.0,T Sean Shannon,-0.998110142857
Carroll Ballard,994790.0,-11502605.0,1,Duma**,12000000.0,Carroll Ballard,-0.958550416667
Eric Valette,45800000.0,2900000.0,1,One Missed Call**,20000000.0,Eric Valette,0.145
Ivan Reitman,338100000.0,9050000.0,4,Evolution**My Super Ex-Girlfriend**No Strings Attached**Draft Day**,160000000.0,Ivan Reitman,0.0565625
Marc Lawrence,430200000.0,57100000.0,3,Two Weeks Notice**Music and Lyrics**Did You Hear About the Morgans?**,158000000.0,Marc Lawrence,0.361392405063
Curtis Hanson,376056360.0,-17971820.0,5,Wonder Boys**8 Mile**In Her Shoes**Lucky You**Chasing Mavericks**,206000000.0,Curtis Hanson,-0.0872418446602
Mike Disa,16960968.0,-21519516.0,1,Hoodwinked Too! Hood vs. Evil**,30000000.0,Mike Disa,-0.7173172
John Bonito,22100000.0,-3950000.0,1,The Marine**,15000000.0,John Bonito,-0.263333333333
Jennifer Lee,1276000000.0,488000000.0,1,Frozen**,150000000.0,Jennifer Lee,3.25333333333
Peter Sohn,332200000.0,-8900000.0,1,The Good Dinosaur**,175000000.0,Peter Sohn,-0.0508571428571
Chris Koch,79932163.0,6966081.5,2,Snow Day**A Guy Thing**,33000000.0,Chris Koch,0.211093378788
Spencer Susser,449702.0,-6775149.0,1,Hesher**,7000000.0,Spencer Susser,-0.967878428571
Doug Aarniokoski,15800000.0,-17100000.0,1,Highlander: Endgame**,25000000.0,Doug Aarniokoski,-0.684
Mary Harron,34300000.0,10150000.0,1,American Psycho**,7000000.0,Mary Harron,1.45
Robert Iscove,30750615.0,-31624692.5,2,Boys and Girls**From Justin to Kelly**,47000000.0,Robert Iscove,-0.672865797872
Jodie Foster,99700000.0,1850000.0,2,The Beaver**Money Monster**,48000000.0,Jodie Foster,0.0385416666667
Mike Binder,72137190.0,-4931405.0,3,The Upside of Anger**Reign Over Me**Black or White**,41000000.0,Mike Binder,-0.120278170732
Nick Cassavetes,510244770.0,120122385.0,4,John Q.**The Notebook**My Sister's Keeper**The Other Woman**,135000000.0,Nick Cassavetes,0.889795444444
Morgan Spurlock,91400000.0,34135000.0,3,Super Size Me**POM Wonderful Presents: The Greatest Movie Ever Sold**One Direction: This Is Us**,11565000.0,Morgan Spurlock,2.95157803718
Rob Zombie,157244989.0,33122494.5,5,House of 1000 Corpses**The Devil's Rejects**Halloween**Halloween II**The Lords of Salem**,45500000.0,Rob Zombie,0.727966912088
Brenda Chapman,540400000.0,85200000.0,1,Brave**,185000000.0,Brenda Chapman,0.460540540541
Robert Ben Garant,22000000.0,1000000.0,1,Reno 911!: Miami**,10000000.0,Robert Ben Garant,0.1
